Address,Subdivision Name,City,Cumulative Days On Market,Days On Market,SqFt,Fireplaces Total,Heating,Year Built,Utilities,Longitude,Latitude,HOA Fee,HOA Fee Frequency,HOA Type,Cooling,County,Covered Spaces,Carport Spaces,Close Date,Close Price,Bath Full,Baths Half,Baths Total,# Dining Areas,# Living Areas,Beds Total,Bath Total,Acres,Current Price
1307 Sylvan  Court ,Double Y Wooded Estate Add,Arlington,1,1,"6,297",3,"Central, Natural Gas",2006,"City Sewer, City Water",-97.128496,32.754557,,,None,"Ceiling Fan(s), Central Air, Electric",Tarrant,5,0.0,05/24/2022,"$1,325,000",4,1,4/1,2,3,6,5,0.558,"$1,325,000"
516 Indian Paintbrush  Way ,Southlake Woods Add,Southlake,5,5,"3,923",1,Natural Gas,2000,"Cable Available, City Sewer, City Water",-97.180716,32.936861,$684,Semi-Annual,Mandatory,Central Air,Tarrant,4,0.0,05/06/2022,"$1,325,000",3,1,3/1,2,3,4,4,0.745,"$1,325,000"
807 Jensen  Drive ,Angel Field West,Allen,4,4,"4,039",2,"Central, Fireplace(s), Gas Jets, Zoned",2018,"Cable Available, City Sewer, City Water",-96.690191,33.09004,"$1,400",Annually,Voluntary,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,05/05/2022,"$1,335,000",4,1,4/1,1,3,4,5,0.179,"$1,335,000"
3608 Winewood  Place ,Prestwick Park,Colleyville,3,3,"4,542",2,"Central, Natural Gas",1990,"City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter",-97.109725,32.878419,$400,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Tarrant,3,0.0,05/20/2022,"$1,341,000",5,1,5/1,2,3,5,6,0.463,"$1,341,000"
6938 Desco  Place ,Windsor Park Rev,Dallas,7,7,"3,053",1,"Central, Natural Gas",1969,"City Sewer, City Water",-96.785139,32.873671,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,04/15/2022,"$1,350,000",3,1,3/1,2,2,4,4,0.454,"$1,350,000"
6705 Vines  Court ,Westmont Add,Colleyville,3,3,"3,895",2,"Central, Zoned",2014,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-97.167492,32.906328,$340,Quarterly,Mandatory,"Ceiling Fan(s), Central Air",Tarrant,3,0.0,04/29/2022,"$1,350,000",4,1,4/1,1,2,4,5,0.318,"$1,350,000"
731 Ivy Glen  Court ,Star Trail Ph One B,Prosper,0,0,"3,731",1,"Central, Natural Gas, Zoned",2019,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-96.83035,33.243062,$325,Quarterly,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,04/01/2022,"$1,350,000",4,1,4/1,2,2,4,5,0.253,"$1,350,000"
4703 Cresthaven  Drive ,Brook Meadows Thornbury Add,Colleyville,4,4,"7,319",3,"Central, Fireplace(s), Natural Gas, Zoned",1990,"Cable Available, City Sewer, City Water, Concrete, Curbs",-97.126097,32.877708,"$2,640",Annually,Mandatory,"Ceiling Fan(s), Central Air, Zoned",Tarrant,3,0.0,05/12/2022,"$1,350,000",6,0,6/0,2,3,6,6,0.475,"$1,350,000"
1004 Pampa  Drive ,TWIN CREEKS #05B,Allen,12,12,"4,963",3,"Central, Natural Gas, Zoned",2000,"City Sewer, City Water, Curbs, Sidewalk",-96.711158,33.112991,$625,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,05/12/2022,"$1,350,000",3,1,3/1,2,3,4,4,0.49,"$1,350,000"
6424 Willow Creek  Drive ,Parkbrooke - Ph Two Sec Three,Plano,3,3,"4,193",1,"Central, Natural Gas, Zoned",1995,"Asphalt, Cable Available, City Sewer, City Water, Curbs, Electricity Available, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Sidewalk",-96.841167,33.052321,$350,Annually,Mandatory,"Central Air, Electric, Zoned",Collin,3,0.0,05/13/2022,"$1,350,000",4,1,4/1,2,3,5,5,0.27,"$1,350,000"
6123 Palo Pinto  Avenue ,Lakewood Heights Add,Dallas,4,4,"3,617",1,Central,2003,"City Sewer, City Water",-96.760658,32.82038,,,None,"Ceiling Fan(s), Central Air",Dallas,2,0.0,05/12/2022,"$1,350,000",3,1,3/1,2,3,4,4,0.166,"$1,350,000"
7511 Glenshannon  Circle ,Glen Lakes 08,Dallas,4,4,"5,312",2,"Central, Fireplace(s), Zoned",1994,"Alley, Cable Available, City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-96.776952,32.874858,$695,Monthly,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Dallas,2,0.0,05/02/2022,"$1,350,000",4,1,4/1,2,4,4,5,0.185,"$1,350,000"
3800  N Versailles  Avenue ,Versailles Pkwy Rev,Dallas,8,8,"2,722",1,"Central, Natural Gas",1961,"All Weather Road, Alley, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Sewer Available, Sidewalk",-96.82087,32.830627,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/16/2022,"$1,350,000",2,1,2/1,1,2,4,3,0.225,"$1,350,000"
510 Stonewall  Court ,South Ridge Lakes Add,Southlake,4,4,"4,688",2,"Central, Fireplace(s), Natural Gas, Zoned",1992,"Cable Available, City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-97.173887,32.947733,$966,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Tarrant,3,0.0,05/11/2022,"$1,351,000",4,1,4/1,2,3,5,5,0.521,"$1,351,000"
3158 Sanctuary  Drive ,Lake Rdg Sec 20,Grand Prairie,16,16,"4,927",2,"Central, Electric",2016,"Cable Available, City Sewer, City Water, Propane, Sidewalk",-97.032475,32.560744,"$1,135",Annually,Mandatory,"Ceiling Fan(s), Central Air",Dallas,4,0.0,05/16/2022,"$1,360,000",3,1,3/1,1,2,5,4,1.072,"$1,360,000"
808 Windmere  Court ,Timber Lake Add,Southlake,4,4,"4,028",1,"Central, Natural Gas, Zoned",1996,"City Sewer, City Water, Concrete, Curbs, Underground Utilities",-97.163609,32.93227,$598,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Tarrant,3,0.0,05/05/2022,"$1,375,000",4,0,4/0,2,4,4,4,0.375,"$1,375,000"
84 Abbey Woods  Lane ,Glen Abbey,Dallas,11,11,"3,252",1,"Central, ENERGY STAR Qualified Equipment, Fireplace(s), Natural Gas",2003,"City Sewer, City Water, Concrete, Curbs, Sidewalk, Underground Utilities",-96.814358,32.976132,"$5,700",Annually,Mandatory,"Attic Fan, Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/11/2022,"$1,375,000",3,1,3/1,2,2,3,4,0.137,"$1,375,000"
7132 Briarmeadow  Drive ,Meadows 01,Dallas,1,1,"3,723",1,Other,1963,"City Sewer, City Water",-96.781472,32.880429,,,None,"Central Air, Electric",Dallas,0,0.0,05/18/2022,"$1,375,000",3,1,3/1,2,2,5,4,0.35,"$1,375,000"
422 Edgelake  Drive ,Lake Highlands Estates,Dallas,7,7,"3,450",1,ENERGY STAR Qualified Equipment,1960,"Alley, Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter",-96.714441,32.850932,,,None,"Ceiling Fan(s), Central Air, ENERGY STAR Qualified Equipment, Multi Units",Dallas,2,0.0,04/22/2022,"$1,400,000",4,0,4/0,1,3,4,4,0.231,"$1,400,000"
2301 Bennington ,Village Creek #04,McKinney,5,5,"4,645",4,"Central, Electric, ENERGY STAR Qualified Equipment, Fireplace(s), Natural Gas",2005,"Cable Available, City Sewer, City Water, Individual Gas Meter, Individual Water Meter, Natural Gas Available, Sidewalk, Underground Utilities",-96.65116,33.163508,$895,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, ENERGY STAR Qualified Equipment",Collin,3,0.0,05/05/2022,"$1,400,000",4,2,4/2,2,3,4,6,0.39,"$1,400,000"
6345 Lakeshore  Drive ,Lakewood Heights,Dallas,3,3,"4,100",1,"Central, Natural Gas",2005,"Cable Available, City Sewer, City Water",-96.754051,32.819381,,,None,Central Air,Dallas,0,0.0,05/03/2022,"$1,400,000",3,1,3/1,2,3,4,4,0.172,"$1,400,000"
5700 Widgeon  Way ,Starwood Ph One Village 1,Frisco,5,5,"4,389",1,"Central, Natural Gas",1997,"All Weather Road, City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-96.826705,33.125828,$749,Quarterly,Mandatory,"Central Air, Electric",Collin,3,0.0,05/17/2022,"$1,400,000",4,1,4/1,2,3,5,5,0.4,"$1,400,000"
11029 Wellshire  Lane ,Stonelake Estates Ph I,Frisco,4,4,"4,804",1,"Central, Natural Gas",2007,"City Sewer, City Water, Concrete, Curbs, Sidewalk, Underground Utilities",-96.733967,33.16892,$520,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,3,0.0,05/20/2022,"$1,400,000",4,0,4/0,2,3,5,4,0.28,"$1,400,000"
13813 Whistler  Drive ,Crossing At Lawler Park Ph 3b The,Frisco,6,6,"4,304",1,"Central, Fireplace(s), Natural Gas, Zoned",2015,"Cable Available, City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk, Underground Utilities",-96.75731,33.142541,$900,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,05/16/2022,"$1,405,000",4,2,4/2,2,3,5,6,0.213,"$1,405,000"
17535 Oak Mount  Place ,Oakdale,Dallas,3,3,"4,568",2,"Central, Natural Gas, Zoned",1992,"City Sewer, City Water",-96.818029,32.993192,"$1,285",Semi-Annual,Mandatory,"Attic Fan, Central Air, Electric, Zoned",Collin,3,0.0,05/05/2022,"$1,420,000",3,2,3/2,2,3,4,5,0.28,"$1,420,000"
511 Maggie  Trail ,Brockdale Estates Ph 1,Lucas,18,18,"5,030",2,Natural Gas,2016,"Cable Available, Electricity Available, Individual Gas Meter, Phone Available",-96.556248,33.077809,$387,Semi-Annual,Mandatory,Electric,Collin,3,0.0,05/19/2022,"$1,420,000",4,1,4/1,2,3,4,5,0.539,"$1,420,000"
4209 Gloster  Road ,Manchester Downs,Dallas,7,7,"3,154",2,"Natural Gas, Zoned",1948,"All Weather Road, Alley, Asphalt, Cable Available, City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-96.837394,32.869079,,,None,"Central Air, Zoned",Dallas,2,0.0,05/09/2022,"$1,425,000",3,0,3/0,2,2,3,3,0.452,"$1,425,000"
503 Maggie  Trail ,Brockdale Estates Ph 1,Lucas,4,4,"5,114",2,"Central, Fireplace(s), Natural Gas",2015,"City Sewer, Co-op Water, Individual Gas Meter, Individual Water Meter, Underground Utilities",-96.55668,33.078204,$387,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,3,0.0,05/24/2022,"$1,446,000",5,1,5/1,2,2,5,6,0.424,"$1,446,000"
4105 Parkview  Boulevard ,Light Farms The Parkview Neighborhood,Celina,4,4,"4,398",2,"Central, Natural Gas, Zoned",2016,"Cable Available, Concrete, Curbs, MUD Sewer, MUD Water, Natural Gas Available, Sidewalk",-96.807011,33.269123,$139,Monthly,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,05/19/2022,"$1,450,000",5,3,5/3,2,5,5,8,0.258,"$1,450,000"
1414 Park  Place ,Park Place Add,Southlake,0,0,"4,238",1,"Central, Natural Gas",1998,"City Sewer, City Water, Concrete, Curbs, Sidewalk, Underground Utilities",-97.175694,32.936036,$455,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Tarrant,3,0.0,05/05/2022,"$1,450,000",5,0,5/0,2,3,5,5,0.459,"$1,450,000"
6729 Sondra  Drive ,Lakeway Add,Dallas,12,12,"4,170",3,"Central, Natural Gas",2008,"Gravel/Rock, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.744803,32.82694,,,None,"Central Air, Electric",Dallas,2,0.0,05/14/2022,"$1,468,812",3,1,3/1,2,1,4,4,0.178,"$1,468,812"
904 Wentwood  Drive ,Timarron Add,Southlake,3,3,"3,490",1,"Central, Fireplace(s), Zoned",1999,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-97.143406,32.928624,"$1,150",Annually,Mandatory,"Ceiling Fan(s), Central Air, Zoned",Tarrant,3,0.0,04/28/2022,"$1,470,000",3,0,3/0,2,2,4,3,0.284,"$1,470,000"
2900 Sweet Harmony  Court ,Serenity,McKinney,13,13,"4,954",2,"Central, Natural Gas, Zoned",2012,"Cable Available, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.617712,33.156833,"$1,950",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,04/26/2022,"$1,475,000",5,1,5/1,2,4,5,6,0.513,"$1,475,000"
7709 Harbor Town  Drive ,Isleworth Add,McKinney,7,2,"5,192",3,"Central, Natural Gas, Zoned",2005,"Cable Available, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Phone Available, Sidewalk",-96.718756,33.197504,"$2,120",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,04/26/2022,"$1,487,500",4,1,4/1,2,3,5,5,0.37,"$1,487,500"
506 Villa  Crossing ,Timarron Add,Southlake,4,4,"4,065",1,"Central, Natural Gas, Zoned",1999,"Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Available, Individual Gas Meter, Sidewalk, Underground Utilities",-97.144675,32.920758,"$2,900",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Tarrant,3,0.0,04/25/2022,"$1,490,000",4,0,4/0,2,2,4,4,0.458,"$1,490,000"
1325 Bent Trail  Circle ,Timarron Add,Southlake,4,4,"4,180",2,"Central, Fireplace(s), Natural Gas, Zoned",1994,"City Sewer, City Water, Curbs",-97.155654,32.923371,"$1,150",Annually,Mandatory,"Central Air, Electric",Tarrant,3,0.0,05/17/2022,"$1,494,850",4,1,4/1,2,3,4,5,0.401,"$1,494,850"
9317 Crestedge  Drive ,Laurel Vly Add 3rd Instl,Dallas,5,5,"3,988",1,"Central, Natural Gas",2013,"Cable Available, City Sewer, City Water, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter, Phone Available, Sidewalk",-96.728503,32.875391,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/10/2022,"$1,494,875",4,1,4/1,1,2,6,5,0.301,"$1,494,875"
9936 Dresden  Drive ,Valley Ridge,Dallas,8,8,"3,737",1,"Central, Natural Gas",2019,"City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.849261,32.878458,,,None,"Central Air, Electric",Dallas,0,0.0,05/02/2022,"$1,495,000",4,0,4/0,1,2,4,4,0.182,"$1,495,000"
7545 Malabar  Lane ,Jan Mar Circle Sec 10,Dallas,4,4,"4,744",2,"Central, Natural Gas, Zoned",1981,"City Sewer, City Water, Curbs, Individual Gas Meter, Individual Water Meter",-96.771695,32.906742,,,None,"Ceiling Fan(s), Central Air, Electric, Zoned",Dallas,3,0.0,05/23/2022,"$1,495,000",4,0,4/0,2,2,6,4,0.46,"$1,495,000"
6609 Chilton  Court ,Kings Crossing Ph 4,Parker,7,7,"5,932",3,"Central, Fireplace(s), Natural Gas",2021,"Cable Available, City Sewer, City Water",-96.605438,33.07536,"$1,200",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,3,0.0,04/12/2022,"$1,500,000",5,2,5/2,2,4,6,7,1.17,"$1,500,000"
3361  N State Hwy. 78 ,Walker Survey,Farmersville,9,9,"2,563",1,"Central, Natural Gas",1982,"City Water, Propane, Septic",-96.375321,33.206207,,,None,"Ceiling Fan(s), Central Air, Electric",Collin,3,0.0,05/06/2022,"$1,500,000",3,1,3/1,1,1,3,4,50.6,"$1,500,000"
3803 Durango  Drive ,Ridgecrest Village,Dallas,7,7,"3,509",1,Central,2020,"City Sewer, City Water",-96.852778,32.867441,,,None,Central Air,Dallas,2,0.0,05/10/2022,"$1,500,000",4,1,4/1,2,2,4,5,0.19,"$1,500,000"
7816 Secluded  Avenue ,Icon At Legacy West Add,Plano,5,5,"3,434",2,"Central, Fireplace(s), Natural Gas, Zoned",2017,"Alley, Cable Available, City Sewer, City Water, Community Mailbox, Curbs, Individual Gas Meter, Sidewalk, Underground Utilities",-96.82865,33.083325,"$2,300",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Collin,2,0.0,05/17/2022,"$1,500,000",3,2,3/2,2,4,3,5,0.053,"$1,500,000"
1315 Lincoln  Court ,Hamilton Hills,Allen,3,3,"4,793",2,"Central, Natural Gas",2013,"Concrete, Curbs, Sidewalk",-96.70232,33.095446,"$1,580",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,3,0.0,05/18/2022,"$1,500,000",5,1,5/1,2,2,5,6,0.24,"$1,500,000"
6912 David  Lane ,Warwick Parc,Colleyville,1,1,"5,312",3,"Central, Natural Gas, Zoned",2005,"City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Sidewalk, Underground Utilities",-97.153548,32.908538,"$1,050",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Tarrant,4,0.0,05/02/2022,"$1,500,000",5,1,5/1,2,3,5,6,0.459,"$1,500,000"
1201 Wishing Tree  Lane ,Danbury Parks,Keller,4,4,"5,050",1,"Central, Natural Gas",2007,"City Sewer, City Water, Co-op Electric",-97.225637,32.913753,$925,Annually,Mandatory,"Attic Fan, Ceiling Fan(s), Central Air, Electric",Tarrant,4,0.0,05/19/2022,"$1,500,000",4,2,4/2,2,3,5,6,0.586,"$1,500,000"
1425 Montgomery  Lane ,Timarron Add,Southlake,3,3,"5,060",2,"Central, Natural Gas",2001,"All Weather Road, Cable Available, City Sewer, City Water",-97.128634,32.923093,"$1,200",Annually,Mandatory,"Ceiling Fan(s), Central Air, Zoned",Tarrant,3,0.0,05/10/2022,"$1,500,000",4,0,4/0,2,3,4,4,0.296,"$1,500,000"
6903 Westlake  Avenue ,Westlake Park Rev,Dallas,1,1,"2,694",1,"Central, Natural Gas, Zoned",1929,"Alley, City Sewer, City Water, Curbs, Sidewalk, Underground Utilities",-96.741246,32.822578,,,None,"Central Air, Electric, Zoned",Dallas,2,0.0,05/13/2022,"$1,500,000",3,0,3/0,2,2,4,3,0.216,"$1,500,000"
44 Downs Lake  Circle ,Downs Of Hillcrest Ph 1b-R,Dallas,2,2,"4,037",2,"Central, Natural Gas",1994,"City Sewer, City Water",-96.789329,32.920808,"$4,450",Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric",Dallas,3,0.0,05/17/2022,"$1,500,000",4,1,4/1,2,3,3,5,0.274,"$1,500,000"
5514 Richmond  Avenue ,Caruth Place,Dallas,4,4,"3,874",1,"Central, Natural Gas",2007,"Alley, City Sewer, City Water, Sidewalk, Underground Utilities",-96.774064,32.816025,,,None,"Central Air, Electric",Dallas,2,0.0,05/18/2022,"$1,505,000",3,0,3/0,2,2,4,3,0.195,"$1,505,000"
4403 Rawlins  Street ,Perry Heights,Dallas,7,7,"2,904",1,"Natural Gas, Zoned",1923,"Alley, Cable Available, City Sewer, City Water, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Sewer Available, Sidewalk",-96.813895,32.817055,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,0.0,05/18/2022,"$1,505,000",2,1,2/1,1,2,3,3,0.241,"$1,505,000"
4606 Ellensburg  Drive ,Hyde Park Estates,Dallas,-6,-6,"3,363",1,"Central, Natural Gas",1967,"City Sewer, City Water",-96.829223,32.915872,,,None,"Central Air, Electric",Dallas,2,0.0,05/05/2022,"$1,525,000",3,0,3/0,2,2,4,3,0.385,"$1,525,000"
401 Eventide  Way ,Whittier Heights Ph I,Colleyville,8,8,"6,202",1,"Central, Natural Gas",2013,"City Sewer, City Water",-97.173602,32.910449,$315,Quarterly,Mandatory,"Central Air, Electric",Tarrant,4,0.0,04/28/2022,"$1,525,000",4,1,4/1,1,3,5,5,0.384,"$1,525,000"
602 Winding Creek  Court ,Timber Lake Add,Southlake,4,4,"4,225",2,"Central, Natural Gas, Zoned",1995,"City Sewer, City Water",-97.160429,32.932603,"$1,200",Annually,Mandatory,"Central Air, Electric, Zoned",Tarrant,3,0.0,05/11/2022,"$1,530,000",4,0,4/0,2,3,5,4,0.396,"$1,530,000"
1796 Kingswood  Drive ,Randol Mill Estates,Southlake,5,5,"5,413",1,"Central, Fireplace(s), Natural Gas, Zoned",1987,"City Sewer, City Water, Individual Gas Meter, Individual Water Meter",-97.182302,32.955511,,,None,"Attic Fan, Ceiling Fan(s), Central Air, Electric, Humidity Control, Zoned",Tarrant,3,0.0,04/20/2022,"$1,535,000",5,1,5/1,2,2,5,6,1.175,"$1,535,000"
13104 Hughes  Lane ,Coterie 02,Dallas,4,4,"5,292",2,"Central, Fireplace(s), Natural Gas",1987,"Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter",-96.797005,32.927839,,,None,"Ceiling Fan(s), Central Air, Electric, Multi Units",Dallas,3,0.0,04/22/2022,"$1,550,000",5,0,5/0,1,2,5,5,0.298,"$1,550,000"
400 Wickham  Lane ,Foxborough,Southlake,5,5,"5,125",2,"Central, Fireplace(s), Zoned",1999,"Asphalt, City Sewer, City Water, Concrete, Curbs, Individual Gas Meter, Individual Water Meter, Sidewalk",-97.14144,32.943348,"$1,300",Annually,Mandatory,"Attic Fan, Ceiling Fan(s), Central Air, Roof Turbine(s), Zoned",Tarrant,3,0.0,05/20/2022,"$1,560,000",5,1,5/1,2,3,5,6,0.616,"$1,560,000"
2719 Brookshire  Drive ,Cambridge Place Add,Southlake,3,3,"4,443",2,"Central, Natural Gas",1997,"City Sewer, City Water",-97.120722,32.930238,$630,Annually,Mandatory,"Central Air, Electric",Tarrant,3,0.0,05/13/2022,"$1,560,000",3,1,3/1,2,3,4,4,0.478,"$1,560,000"
6247 Llano  Avenue ,Llano Place,Dallas,5,5,"3,491",1,Central,2012,"Alley, Cable Available, City Sewer, Concrete, Curbs, Electricity Available, Individual Gas Meter, Individual Water Meter, Sidewalk",-96.756116,32.822287,,,None,"Ceiling Fan(s), Central Air",Dallas,2,0.0,05/16/2022,"$1,575,000",3,1,3/1,1,2,4,4,0.179,"$1,575,000"
6215 Royalton  Drive ,Royal Crest,Dallas,2,2,"2,850",1,"Central, Fireplace(s), Zoned",1951,"Alley, City Sewer, City Water",-96.799297,32.898311,,,None,"Electric, Zoned",Dallas,2,0.0,05/23/2022,"$1,577,000",3,1,3/1,2,2,4,4,0.367,"$1,577,000"
3508 Greystone  Court ,Brookside At Winding Creek,McKinney,24,13,"6,378",6,"Central, Natural Gas",2005,"City Sewer, City Water, Curbs, Sidewalk",-96.666226,33.185209,$195,Semi-Annual,Mandatory,"Ceiling Fan(s), Central Air, Electric",Collin,4,0.0,05/18/2022,"$1,585,000",5,1,5/1,2,3,5,6,0.38,"$1,585,000"
7403 Marquette  Street ,Caruth Hills 08,Dallas,5,5,"2,513",1,"Central, Natural Gas",1960,"All Weather Road, Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Available, Electricity Connected, Phone Available",-96.780134,32.861587,,,None,"Ceiling Fan(s), Central Air, Electric",Dallas,2,2.0,04/29/2022,"$1,600,000",2,0,2/0,2,2,3,2,0.221,"$1,600,000"
4730 Chapel Hill  Road ,Cloisters,Dallas,7,7,"3,771",3,"Central, Natural Gas, Zoned",1963,"Cable Available, City Sewer, City Water, Concrete, Curbs, Electricity Connected, Individual Gas Meter, Individual Water Meter",-96.732124,32.848242,$500,Annually,Mandatory,"Central Air, Electric, Evaporative Cooling, Zoned",Dallas,2,0.0,04/08/2022,"$1,600,000",3,2,3/2,1,2,3,5,0.409,"$1,600,000"
5831 Meadowcrest  Drive ,Preshaven Park,Dallas,8,8,"3,534",1,Natural Gas,1955,"City Sewer, City Water",-96.806711,32.90373,,,None,"Ceiling Fan(s), Central Air",Dallas,3,0.0,05/09/2022,"$1,600,000",3,1,3/1,1,1,4,4,0.416,"$1,600,000"
801 Glenmont  Road ,Estates Of Lyndhurst,Keller,4,4,"5,080",2,Central,2007,"Cable Available, City Sewer, City Water",-97.190018,32.918264,$700,Annually,Mandatory,"Ceiling Fan(s), Central Air, Electric, Zoned",Tarrant,4,0.0,04/20/2022,"$1,600,000",4,1,4/1,2,3,4,5,0.441,"$1,600,000"
6817 Deloache  Avenue ,Preston Hills,Dallas,18,4,"3,141",1,"Central, Natural Gas, Zoned",1951,"City Sewer, City Water, Curbs, Individual Gas Meter, Overhead Utilities, Sidewalk",-96.787813,32.87086,,,None,"Central Air, Electric",Dallas,2,0.0,05/10/2022,"$1,600,000",3,0,3/0,2,2,4,3,0.247,"$1,600,000"
5645 Vickery  Boulevard ,Vickery Place,Dallas,0,0,"3,227",1,"Natural Gas, Zoned",2014,"Asphalt, City Sewer, City Water, Sidewalk",-96.770351,32.822725,,,None,"Ceiling Fan(s), Central Air, Electric, Multi Units, Zoned",Dallas,2,0.0,05/11/2022,"$1,600,000",3,0,3/0,2,1,4,3,0.19,"$1,600,000"
